"Note: Inserting images over cells in sheets is pretty quirky, so if some of the trainer images on your screen appear misplaced, it's because the sheet couldn't load them all in properly. This visual bug can easily be fixed by refreshing the sheet and slowly scrolling through the part your using, to let each of the trainer images load in properly. If that doesn't work try switching to a different tab (on the bottom), then switching back. - Garrett :)",,,,,,
Youngster Calvin (Route 102),,,,,,
,,,,,,
,Shell Armor,Swift Swim,Swift Swim,Volt Absorb,Chlorophyll,Forecast
,Rain Dance,Rain Dance,Rain Dance,Rain Dance,Sleep Powder,Rain Dance
,Thunder,Octazooka,Muddy Water,Thunder,Gunk Shot,Thunder
,Surf,Ice Beam,Ice Beam,Ice Beam,Leaf Blade,Ice Beam
,Ice Beam,Double-Edge,Psychic,Hydro Pump,HP Water,Hydro Pump
,,,,,,
Team Aqua Admin Matt (Aqua Hideout),,,,,,
,,,,,,
,AI_FLAG:,23,,,,
,Glalie (m),Kingdra (m),Machamp (m),Tauros (m),Dragonite (m),Wailord (m)
,Lv. 66 (Gentle),Lv. 66 (Bold),Lv. 67 (Timid),Lv. 66 (Impish),Lv. 66 (Careful),Lv. 67 (Modest)
,Lum Berry,Lum Berry,Quick Claw,Choice Band,Lum Berry,Leftovers
,Intimidate,Swift Swim,Guts,Intimidate,Thick Fat,Pressure
,Explosion,Rain Dance,Superpower,Double-Edge,Dragon Dance,Amnesia
,Ice Shard,Octazooka,Earthquake,Earthquake,HP Flying,Earthquake
,Ice Beam,Draco Meteor,Rock Slide,Iron Tail,Earthquake,Ice Beam
,Earthquake,Ice Beam,HP Ghost,,Superpower,Rest
,,,,,,
Team Aqua Grunt #1 (Route 124) (Double Battle w/ Grunt #2),,,,,,
,,,,,,
,Ludicolo (m),Qwilfish (m),Omastar (m),,,
,Lv. 64 (Calm),Lv. 65 (Lonely),Lv. 65 (Calm),,,
,Lum Berry,Lum Berry,Mystic Water,,,
,Swift Swim,Swift Swim,Swift Swim,,,
,Rain Dance,Rain Dance,Rain Dance,,,
,Ice Beam,Sludge Bomb,Ice Beam,,,
,Giga Drain,Destiny Bond,Hydro Pump,,,
,Waterfall,Waterfall,Ancient Power,,,
,,,,,,
Team Aqua Grunt #2 (Route 124) (Double Battle w/ Grunt #1),,,,,,
,,,,,,
,Dewgong (f),Gorebyss (f),Whiscash (f),,,
,Lv. 65 (Quiet),Lv. 64 (Modest),Lv. 65 ,,,
,Lum Berry,Lum Berry,Bright Powder,,,
,Swift Swim,Swift Swim,Swift Swim,,,
,Rain Dance,Rain Dance,Rain Dance,,,
,Ice Beam,Ice Beam,Earth Power,,,
,Waterfall,Hydro Pump,Hydro Pump,,,
,Drill Run,Psychic,Ancient Power,,,
,,,,,,
Psychic Preston (Double Battle w/ Maura) (Mossdeep Gym),,,,,,
,,,,,,
,Solrock ,Girafarig (m),Claydol,,,
,Lv. 66 (Timid),Lv. 66 (Naive),Lv. 66,,,
,Lum Berry,Lum Berry,Lum Berry,,,
,Levitate,Early Bird,Levitate,,,
,Ancient Power,Psychic,Psychic,,,
,Earthquake,Earthquake,Earthquake,,,
,Signal Beam,Signal Beam,Signal Beam,,,
,Light Screen,Body Slam,Light Screen,,,
,,,,,,
Psychic Maura (Double Battle w/ Preston) (Mossdeep Gym),,,,,,
,,,,,,
,Lunatone ,Xatu (f),Chimecho (f),,,
,Lv. 66 (Naive),Lv. 66 (Adamant),Lv. 66 (Rash),,,
,Leftovers,Lum Berry,Leftovers,,,
,Levitate,Early Bird,Levitate,,,
,Calm Mind,Calm Mind,Calm Mind,,,
,Ice Beam,Giga Drain,Recover,,,
,Psychic,Psychic,Psychic,,,
,Moonlight,Drill Peck,Reflect,,,
,,,,,,
Psychic Samantha (Double Battle w/ Virgil) (Mossdeep Gym),,,,,,
,,,,,,
,Jynx (f),Slowbro (f),Exeggutor (f),,,
,Lv. 66 ,Lv. 66 (Jolly),Lv. 66 (Naughty),,,
,Lum Berry,Leftovers,Lum Berry,,,
,Oblivious,Shell Armor,Chlorophyll,,,
,Lovely Kiss,Calm Mind,Sleep Powder,,,
,Ice Beam,Slack Off,Giga Drain,,,
,Psychic,Psychic,Psychic,,,
,Fake Out,Hydro Pump,Ancient Power,,,
,,,,,,
Cooltrainer Virgil (Double Battle w/ Samantha) (Mossdeep Gym),,,,,,
,,,,,,
,Clefable (f),Hitmonlee (m),Armaldo (m),,,
,Lv. 67 (Careful),Lv. 66 ,Lv. 66 (Timid),,,
,Leftovers,Lum Berry,Lum Berry,,,
,Cute Charm,Limber,Battle Armor,,,
,Shadow Ball,Fake Out,X-Scissors,,,
,Brick Break,Hi Jump Kick,Ancient Power,,,
,Flamethrower,Rock Tomb,Brick Break,,,
,Follow Me,Mach Punch,Body Slam,,,
,,,,,,
Gentlemen Nate (Double Battle w/ Nicholas) (Mossdeep Gym),,,,,,
,,,,,,
,Espeon (m),Alakazam (m),Claydol,,,
,Lv. 67 (Bold),Lv. 66 (Impish),Lv. 67 ,,,
,Lum Berry,Lum Berry,Lum Berry,,,
,Synchronize,Synchronize,Levitate,,,
,Skill Swap,Skill Swap,Skill Swap,,,
,Psychic,Psychic,Drill Run,,,
,Bite,Fire Punch,Ice Beam,,,
,Toxic,Toxic,Toxic,,,
,,,,,,
Expert Nicholas (Double Battle w/ Nate) (Mossdeep Gym),,,,,,
,,,,,,
,Slaking (m),Hitmonchan (m),Swellow (m),,,
,Lv. 67 ,Lv. 67 (Naughty),Lv. 67 (Lax),,,
,Lum Berry,Leftovers,Leftovers,,,
,Truant,Guts,Guts,,,
,Slack Off,Facade ,Facade,,,
,Body Slam,Brick Break,Steel Wing,,,
,Superpower,Shadow Punch,Quick Attack,,,
,Shadow Ball,Fake Out,Sky Attack,,,
,,,,,,
Psychic Blake (Double Battle w/ Hannah) (Mossdeep Gym),,,,,,
,,,,,,
,Grumpig (m),Slowking (m),Hypno (m),,,
,Lv. 66 (Timid),Lv. 66 (Naive),Lv. 66 (Adamant),,,
,Leftovers,Leftovers,Leftovers,,,
,Thick Fat,Natural Cure,Insomnia,,,
,Calm Mind,Calm Mind,Calm Mind,,,
,Psychic,Psychic,Psychic,,,
,Fire Punch,Slack Off,Fire Punch,,,
,Thunder Punch,Hydro Punch,Thunder Punch,,,
,,,,,,
Cooltrainer Hannah (Double Battle w/ Blake) (Mossdeep Gym),,,,,,
,,,,,,
,Granbull (f),Hitmontop (m),Tyranitar (f),,,
,Lv. 66 (Quiet),Lv. 66 (Jolly),Lv. 66 (Timid),,,
,Lum Berry,Lum Berry,Lum Berry,,,
,Intimidate,Intimidate,Intimidate,,,
,Return,Brick Break,Ice Beam,,,
,Superpower,Rock Tomb,Superpower,,,
,Shadow Ball,Fake Out,Ancient Power,,,
,Bulk Up,Bulk Up,Crunch,,,
,,,,,,
Hex Maniac Sylvia (Double Battle w/ Macey) (Mossdeep City),,,,,,
,,,,,,
,Lapras (f),Misdreavus (f),Wigglytuff (f),,,
,Lv. 69 (Quiet),Lv. 69,Lv. 69,,,
,Quick Claw,Quick Claw,Quick Claw,,,
,Shell Armor,Levitate,Cute Charm,,,
,Perish Song,Perish Song,Perish Song,,,
,Rest,Rest,Rest,,,
,Sleep Talk,Sleep Talk,Sleep Talk,,,
,,,,,,
,,,,,,
Expert Macey (Double Battle w/ Sylvia) (Mossdeep City),,,,,,
,,,,,,
,Wobbuffet (f),Dugtrio (f),Wynaut (f),,,
,Lv. 69 (Lonely),Lv. 69 (Naive),Lv. 100 (Gentle),,,
,Lum Berry,Leftovers,Leftovers,,,
,Shadow Tag,Arena Trap,Shadow Tag,,,
,Encore,Ancient Power,Encore,,,
,Mirror Coat,Protect,Mirror Coat,,,
,Counter,Substitute,Counter,,,
,Destiny Bond,,Destiny Bond,,,
,,,,,,
Expert Clifford (Double Battle w/ Kathleen) (Mossdeep City),,,,,,
,,,,,,
,Electrode ,Snorlax (m),Metagross,,,
,Lv. 67 ,Lv. 66 Naive),Lv. 66 (Lonely),,,
,Choice Band,Choice Band,Lum Berry,,,
,Static,Guts,Clear Body,,,
,Explosion,Self-Destruct,Explosion,,,
,,,Agility,,,
,,,Flash Cannon,,,
,,,Earthquake,,,
,,,,,,
Hex Maniac Kathleen (Double Battle w/ Clifford) (Mossdeep City),,,,,,
,,,,,,
,Gengar (f),Dusclops (f),Misdreavus (f),,,
,Lv. 68 ,Lv. 66 (Adamant),Lv. 69 (Impish),,,
,Lum Berry,Leftovers,Lum Berry,,,
,Levitate,Pressure,Levitate,,,
,Imprison,Imprison,Imprison,,,
,Protect,Protect,Protect,,,
,Shadow Ball,Shadow Ball,Shadow Ball,,,
,Brick Break,Brick Break,Psywave,,,
,,,,,,
Leaders Tate & Liza (Double Battle),,,,,,
,,,,,,
,Latias (f),Latios (m),Gardevoir (m),Medicham (m),Starmie,Jirachi
,Lv. 70 (Impish),Lv. 70 (Sassy),Lv. 70 (Sassy),Lv. 70 (Careful),Lv. 70 (Relaxed),Lv. 70 (Naughty)
,Lum Berry,Lum Berry,Lum Berry,Lum Berry,Lum Berry,Lum Berry
,Levitate,Levitate,Synchronize,Pure Power,Natural Cure,Serene Grace
,Dragon Claw,Dragon Claw,Psychic,Fake Out,Psychic,Meteor Mash
,Mist Ball,Luster Purg,Fire Punch,Brick Break,Hydro Pump,Signal Beam
,HP Fire,HP Fire,HP Grass,HP Psychic,Hydro Pump,Fire Punch
,Waterfall,Thunderbolt,Thunderbolt,Shadow Ball,Thunderbolt,Ancient Power
,,,,,,
Team Magma Grunt #1 (Mossdeep Space Center) (Double Battle w/ Grunt #2),,,,,,
,,,,,,
,Clefable (f),Exeggutor (f),Castform (f),,,
,Lv. 67 (Lax),Lv. 67 (Calm),Lv. 67 (Adamant),,,
,Lum Berry,Lum Berry,Lum Berry,,,
,Cute Charm,Chlorophyll,Forecast,,,
,Sunny Day,Sunny Day,Sunny Day,,,
,Fire Blast,Egg Bomb,Fire Blast,,,
,Ice Beam,Psychic,Ice Beam,,,
,Thunderbolt,HP Fire,Thunderbolt,,,
,,,,,,
Team Magma Grunt #2 (Mossdeep Space Center) (Double Battle w/ Grunt #1),,,,,,
,,,,,,
,Typhlosion (m),Venusaur (m),Houndoom (m),,,
,Lv. 67 ,Lv. 67 (Jolly),Lv. 67,,,
,Lum Berry,Lum Berry,Lum Berry,,,
,Blaze,Chlorophyll,Intimidate,,,
,Sunny Day,Sunny Day,Sunny Day,,,
,Overheat,HP Fire,Overheat,,,
,Wild Charge,Leaf Blade,Crunch,,,
,HP Ice,Sludge Bomb,HP Grass,,,
,,,,,,
Team Magma Grunt #3 (Mossdeep Space Center),,,,,,
,,,,,,
,Solrock,Banette (m),Tyranitar (m),Skarmory (m),Claydol ,Blaziken (m)
,Lv. 67 (Mild),Lv. 67 (Modest),Lv. 66 ,Lv. 68 (Impish),Lv. 67 ,Lv. 67 (Bold)
,Focus Band,Bright Powder,Lum Berry,Bright Powder,Scope Lens,Bright Powder
,Levitate,Insomnia,Intimidate,Keen Eye,Levitate,Blaze
,Swagger,HP Fighting,Counter,Flash Cannon,Earthquake,Blaze Kick
,Earthquake,Shadow Sneak,Crunch,Drill Peck,Psychic,Brick Break
,Shadow Ball,Shadow Ball,Ice Beam,Rock Slide,Ice Beam,Earthquake
,Ancient Power,HP Fighting,Thunderbolt,Swagger,Shadow Ball,Thunder Punch
,,,,,,
Magma Admin Courtney (Mossdeep Space Center),,,,,,
,,,,,,
,Crobat (f),Regirock,Gardevoir (f),Arcanine (m),Meganium (m),Dusclops (f)
,Lv. 70 ,Lv. 70 (Sassy),Lv. 70 (Naive),Lv. 70 (Hasty),Lv. 70 (Mild),Lv. 70 (Brave)
,Lum Berry,Lum Berry,Lum Berry,Lum Berry,Lum Berry,Leftovers
,Innerfocus,Clear Body,Synchronize,Intimidate,Thick Fat,Pressure
,Heat Wave,Thunder Wave,Calm Mind,Overheat,Grasswhistle,Will-o-Wisp
,Sky Attack,Explosion,Psychic,Extreme Speed,Giga Drain,Rest
,HP Ground,Ancient Power,Thunderbolt,Wild Charge,Earthquake,Shadow ball
,Giga Drain,Earthquake,Fire Punch,HP Grass,Ancient Power,Earthquake
,,,,,,
Magma Grunt #4 (Mossdeep Space Center) (Back to Back w/ Grunts 5 & 6),,,,,,
,,,,,,
,Dodrio (m),Wobbuffet (m),Steelix (m),,,
,Lv. 66 (Relaxed),Lv. 66 (Hasty),Lv. 69 (Sassy),,,
,Silk Scarf,Leftovers,Quick Claw,,,
,Early Bird,Shadow Tag,Rock Head,,,
,Hyper Beam,Counter,Explosion,,,
,Quick Attack,Mirror Coat,Iron Tail,,,
,Drill Peck,Encore,Earthquake,,,
,Steel Wing,Destiny Bond,Rock Slide,,,
,,,,,,
Magma Grunt #5 (Mossdeep Space Center) (Back to Back w/ Grunts 4 & 6),,,,,,
,,,,,,
,Camerupt (m),Weezing (m),Altaria (m),,,
,Lv. 69 ,Lv. 66 ,Lv. 66 ,,,
,Quick Claw,Scope Lens,Scope Lens,,,
,Magma Armor,Levitate,Natural Cure,,,
,Explosion,Explosion,Air Slash,,,
,Rock Slide,Gunk Shot,Dragon Claw,,,
,Earthquake,Shadow Ball,Earthquake,,,
,Overheat,Fire Blast,Flamethrower,,,
,,,,,,
Magma Grunt #6 (Mossdeep Space Center) (Back to Back w/ Grunts 4 & 5),,,,,,
,,,,,,
,Breloom (m),Magmar (m),Kangaskhan (f),,,
,Lv. 66 (Jolly),Lv. 67 ,Lv. 66 (Naughty),,,
,Scope Lens,Bright Powder,Leftovers,,,
,Effect Spore,Flame Body,Early Bird,,,
,Spore,Heat Wave,Attract,,,
,Mach Punch,Cross Chop,Earthquake,,,
,Giga Drain,Thunder Punch,Shadow Ball,,,
,Brick Break,Confuse Ray,Body Slam,,,
,,,,,,
Champion Steven (Tag Battle w/ You Against Maxie & Tabitha),,,,,,
,,,,,,
,Aerodactyl (f),Starmie ,Metagross,,,
,Lv. 70,Lv. 70 (Lonely),Lv. 70 (Brave),,,
,None,None,None,,,
,Rock Head,Natural Cure,Clear Body,,,
,Fly,Surf,Shadow Ball,,,
,Steel Wing,Dive,Meteor Mash,,,
,Rock Blast,Psychic,Psychic,,,
,Return,Thunderbolt,Brick Break,,,
,,,,,,
Magma Admin Tabitha (Mossdeep Space Center) (Double Battle w/ Maxie) (Tag Battle w/ Steven),,,,,,
,,,,,,
,Gengar (m),Salamence (m),Charizard (m),,,
,Lv. 70 Sassy),Lv. 70 (Relaxed),Lv. 71 (Relaxed),,,
,Lum Berry,Lum Berry,Lum Berry,,,
,Levitate,Intimidate,Blaze,,,
,Giga Drain,Draco Meteor,Overheat,,,
,Thunderbolt,Air Slash,Thunder Punch,,,
,Fire Punch,Flamethrower,Dragon Claw,,,
,Ice Punch,HP Grass,HP Ice,,,
,,,,,,
Magma Leader Maxie (Mossdeep Space Center) (Double Battle w/ Tabitha) (Tag Battle w/ Steven),,,,,,
,,,,,,
,Tauros (m),Flygon (m),Metagross ,,,
,Lv. 71 (Jolly),Lv. 71 ,Lv. 72 (Jolly),,,
,Lum Berry,Lum Berry,Lum Berry,,,
,Intimidate,Levitate,Clear Body,,,
,Earthquake,Earthquake,Earthquake,,,
,Double-Edge,Flamethrow,Meteor Mash,,,
,HP Ghost,Signal Beam,Shadow Ball,,,
,Iron Tail,Ancient Power,HP Grass,,,
,,,,,,
Team Aqua Grunt #1 (Seafloor Cavern),,,,,,
,,,,,,
,Starmie ,Swampert (m),Dewgong (f),Victreebel (f),Jolteon (m),Dragonite (f)
,Lv. 67 (Brave),Lv. 67 (Bold),Lv. 69 (Brave),Lv. 68 (Adamant),Lv. 66 (Gentle),Lv. 67 (Impish)
,King's Rock,Bright Powder,King's Rock,Quick Claw,Petaya Berry,Leftovers
,Natural Cure,Swift Swim,Swift Swim,Chlorophyll,Static,Thick Fat
,Thunder Wave,Earthquake,Signal Beam,Weather Ball,Thunder,Thunder
,Thunder,Swagger,Surf,Sleep Powder,Bite,Surf
,Ice Beam,Muddy Water,Disable,Gunk Shot,Reflect,Ice Beam
,Psychic,Sludge Bomb,Ice Beam,Leaf Blade,Baton Pass,Superpower
,,,,,,
Team Aqua Grunt #2 (Seafloor Cavern),,,,,,
,,,,,,
,Kabutops (m),Ludicolo (m),Electabuzz (m),Golduck (m),Snorlax (m),Salamence (m)
,Lv. 70 (Naughty),Lv. 67 (Jolly),Lv. 68 (Lax),Lv. 68 (Rash),Lv. 68 (Lax),Lv. 67 (Lonely)
,King's Rock,Leftovers,Bright Powder,Scope Lens,Leftovers,Bright Powder
,Swift Swim,Swift Swim,Static,Swift Swim,Guts,Intimidate
,Ancient Power,Toxic,Thunder,Calm Mind,Thunder,Hydro Pump
,X-Scissors,Ice Beam,Cross Chop,Surf,Surf,Dragon Claw
,Earth Power,Leech Seed,Ice Punch,Ice Beam,Body Slam,Earthquake
,HP Flying,Protect,Psychic,Psychic,Shadow Ball,Air Slash
,,,,,,
Team Aqua Grunt #3 (Seafloor Cavern),,,,,,
,,,,,,
,Gorebyss (f),Poliwrath (f),Dragonite (f),Milotic (f),Lanturn (f),Castform (f)
,Lv. 67 ,Lv. 70 (Naughty),Lv. 67 (Mild),Lv. 66,Lv. 68 (Gentle),Lv. 66 (Naughty)
,Petaya Berry,Lum Berry,Scope Lens,Leftovers,Bright Powder,Scope Lens
,Swift Swim,Swift Swim,Thick Fat,Swift Swim,Volt Absorb,Forecast
,Hydro Pump,Hypnosis,Surf,Toxic,Thunder,Thunder
,Ice Beam,Superpower,Dragon Claw,Recover,Confuse Ray,Weather Ball
,Psychic,Earthquake,Thunder,Waterfall,Waterfall,Attract
,Substitute,Ice Beam,HP Flying,Ice Beam,Ice Beam,Ice Beam
,,,,,,
Team Aqua Grunt #4 (Seafloor Cavern),,,,,,
,,,,,,
,Wailord (m),Slaking (m),Qwilfish (m),Ampharos (m),Glalie (m),Kingdra (m)
,Lv. 70 ,Lv. 70 (Timid),Lv. 70 (Mild),Lv. 67 ,Lv. 70 (Relaxed),Lv. 66 (Jolly)
,Lum Berry,Leftovers,Scope Lens,Leftovers,Scope Lens,Leftovers
,Pressure,Truant,Swift Swim,Static,Intimidate,Swift Swim
,Amnesia ,Double-Edge,Substitute,Flatter,Ice Shard,Octazooka
,Self-Destruct,Surf,Explosion,Thunder,Explosion,Toxic
,Hyper Voice,Thunder,Sludge Bomb,HP Water,Ice Shard,Ice Beam
,Water Spout,Shadow Ball,Surf,Signal Beam,Earthquake,Protect
,,,,,,
Team Aqua Grunt #5 (Seafloor Cavern),,,,,,
,,,,,,
,Omastar (m),Exeggutor (m),Blissey (f),Gengar (m),Politoed (m),Kingdra (m)
,Lv. 70 (Bold),Lv. 69 (Mild),Lv. 69 (Lax),Lv. 69 (Brave),Lv. 70 (Mild),Lv. 67 (Sassy)
,Scope Lens,Leftovers,Leftovers,King's Rock,Leftovers,Leftovers
,Swift Swim,Chlorophyll,Natural Cure,Levitate,Swift Swim,Swift Swim
,Hydro Pump,Sleep Powder,Thunder,Thunder,Hynosis,Dragon Dance
,Muddy Water,Psychic,Softboiled,Giga Drain,Surf,HP Ground
,Ice Beam,Egg Bomb,Ice Beam,Ice Punch,Ice Beam,Body Slam
,Ancient Power,Ancient Power,Counter,Confuse Ray,Earthquake,Octazooka
,,,,,,
Aqua Admin Shelly (Seafloor Cavern),,,,,,
,,,,,,
,Lapras (f),Ludicolo (f),Starmie (f),Raichu (f),Dragonite (f),Vaporeon (m)
,Lv. 72 ,Lv. 72 ,Lv. 72 (Timid),Lv. 72 (Careful),Lv. 72 (Relaxed),Lv. 73 (Adamant)
,Lum Berry,Leftovers,Lum Berry,Lum Berry,Lum Berry,Leftovers
,Shell Armor,Swift Swim,Natural Cure,Static,Thick Fat,Swift Swim
,Drill Run,Leech Seed,Hydro Pump,Surf,Earthquake,Sing
,Hydro Pump,Waterfall,Psychic,Extreme Speed,Extreme Speed,Muddy Water
,Ice Beam,Ice Beam,Ice Beam,Sing,HP Flying,Ice Beam
,Thunder,Protect,Thunder,Thunder,Thunder,HP Grass
,,,,,,
Aqua Leader Archie (Seafloor Cavern) (Double Battle),,,,,,
,,,,,,
,Raikou ,Suicune ,Metagross,Dragonite (m),Qwilfish (m),Kingdra (m)
,Lv. 75 (Lax),Lv. 75 (Impish),Lv. 75 (Naive),Lv. 75 (Lonely),Lv. 75 (Relaxed),Lv. 75 (Jolly)
,Lum Berry,Lum Berry,Lum Berry,Lum Berry,Lum Berry,Lum Berry
,Pressure,Battle Armor,Clear Body,Thick Fat,Swift Swim,Swift Swim
,Thunder,Ice Beam,Meteor Mash,Thunder,Destiny Bond,Octazooka
,HP Grass,HP Grass,Earth Power,Draco Meteor,Gunk Shot,Draco Meteor
,Weather Ball,Hydro Pump,Sludge Bomb,Hydro Pump,Hydro Pump,Signal Beam
,Calm Mind,Calm Mind,Protect,Extreme Speed,Swords Dance,Yawn
,,,,,,
Swimmer Reed (Route 129),,,,,,
,,,,,,
,Tangela (m),Kingler (m),Charizard (m),Furret (m),,
,Lv. 66 (Naive),Lv. 67 (Jolly),Lv. 65 (Mild),Lv. 67 (Gentle),,
,Leftovers,Focus Band,Salac Berry,Leftovers,,
,Chlorophyll,Hyper Cutter,Blaze,Early Bird,,
,Stun Spore,Crabhammer,Blast Burn,Quick Attack,,
,Giga Drain,X-Scissors,Flamethrower,Body Slam,,
,Swagger,Return,Earthquake,Counter,,
,Synthesis,Agility,Dragon Claw,Shadow Ball,,
,,,,,,
Triathlete Chase (Route 129),,,,,,
,,,,,,
,Dugtrio (m),Magneton ,Dodrio (m),,,
,Lv. 66 (Impish),Lv. 67 (Mild),Lv. 66 (Careful),,,
,Choice Band,Focus Band,Silk Scarf,,,
,Arena Trap,Magnet Pull,Early Bird,,,
,Earthquake,Thunderbolt,Swords Dance,,,
,,Flash Cannon,Quick Attack,,,
,,HP Ice,Drill Peck,,,
,,Thunder Wave,Steel Wing,,,
,,,,,,
Triathlete Allison (Route 129),,,,,,
,,,,,,
,Mantine (f),Altaria (f),Lunatone ,,,
,Lv. 67 (Quiet),Lv. 66 (Bold),Lv. 66,,,
,Leppa Berry,Dragon Fang,Leppa Berry,,,
,Swift Swim,Natural Cure,Levitate,,,
,Protect,Dragon Claw,Hypnosis,,,
,Hydro Pump,Flamethrower,Psychic,,,
,Ice Beam,Ice Beam,Ice Beam,,,
,Attract,Sing,Moonlight,,,
,,,,,,
Swimmer Tisha (Route 129),,,,,,
,,,,,,
,Whiscash (f),Swalot (f),Gyarados (f),,,
,Lv. 66 (Timid),Lv. 66,Lv. 66 (Impish),,,
,Leftovers,Leftovers,Leftovers,,,
,Swift Swim,Liquid Ooze,Intimidate,,,
,Protect,Protect,Protect,,,
,Earth Power,Gunk Shot,Bounce,,,
,Attract,Attract,Attract,,,
,Ice Beam,Shadow Ball,Thunder Wave,,,
,,,,,,
Swimmer Clarence (Route 129),,,,,,
,,,,,,
,Sharpedo (m),Grumpig (m),Victreebel (m),,,
,Lv. 66,Lv. 66 (Lonely),Lv. 66 (Hasty),,,
,Scope Lens,Silver Powder,Scope Lens,,,
,Rough Skin,Thick Fat,Chlorophyll,,,
,Hydro Pump,Psychic,Stun Spore,,,
,Crunch,Thunder Wave,Sludge Bomb,,,
,Double-Edge,Fire Punch,Leaf Blade,,,
,Ice Beam,Signal Beam,Double-Edge,,,
,,,,,,
Beauty Connie (Sootopolis Gym),,,,,,
,,,,,,
,Qwilfish (f),Seaking (f),Manectric (f),Whiscash (f),Masquerain (f),Mawile (f)
,Lv. 70 (Sassy),Lv. 74 (Hasty),Lv. 70 (Brave),Lv. 73 (Lonely),Lv. 72,Lv. 71 (Bold)
,Liechi Berry,Lum Berry,Lum Berry,Lum Berry,Lum Berry,Lum Berry
,Swift Swim,Swift Swim,Intimidate,Swift Swim,Intimidate,Intimidate
,Sludge Bomb,Megahorn,Thunder,Dragon Dance,Hydro Pump,Sing
,Endure,Drill Run,Quick Attack,Earthquake,Signal Beam,Rock Slide
,Explosion,Return ,Crunch,Muddy Water,Ice Beam,Brick Break
,Shadow Ball,Hydro Pump,Signal Beam,Rock Slide,Giga Drain,Shadow Ball
,,,,,,
Pokemon Ranger Andrea (Sootopolis Gym),,,,,,
,,,,,,
,Venusaur (m),Huntail (f),Glalie (f),Lanturn (f),Pinsir (f),Pelipper (f)
,Lv. 70 (Adamant),Lv. 73 (Naughty),Lv. 71 (Bold),Lv. 72 (Gentle),Lv. 70 ,Lv. 74 (Calm)
,Lum Berry,Lum Berry,Lum Berry,Lum Berry,Lum Berry,Lum Berry
,Chlorophyll,Swift Swim,Intimidate,Volt Absorb,Intimidate,Swift Swim
,Sleep Powder,Muddy Water,Ice Beam,Thunder,Signal Beam,Hydro Pump
,Leaf Blade,Double-Edge,Earthquake,Surf,Earthquake,HP Electric
,Weather Ball,Ice Beam,Weather Ball,Ice Beam,Rock Slide,Ice Beam
,Ancient Power,Confuse Ray,Ice Shard,Confuse Ray,Brick Break,Air Slash
,,,,,,
Parasol Lady Daphne (Sootopolis Gym),,,,,,
,,,,,,
,Porygon2,Politoed (f),Victreebel (f),Whiscash (f),Walrein (f),Ampharos (f)
,Lv. 70 (Naughty),Lv. 72 (Quiet),Lv. 71 (Quiet),Lv. 74 (Rash),Lv. 73 (Relaxed),Lv. 71 (Modest)
,Leftovers,Lum Berry,Lum Berry,Lum Berry,Lum Berry,Lum Berry
,Trace,Swift Swim,Chlorophyll,Swift Swim,Rain Dish,Static
,Thunder,Hypnosis,Sleep Powder,Dragon Dance,Ice Beam,Thunder
,Recover,Surf,Gunk Shot,Earthquake,Surf,Signal Beam
,Ice Beam,Belly Drum,Leaf Blade,Ancient Power,Earthquake,HP Water
,Tri Attack,Return,Weather Ball,Return,Ice Shard,Brick Break
,,,,,,
Pokefan Bethany (Sootopolis Gym),,,,,,
,,,,,,
,Jolteon (m),Politoed (f),Clefable (f),Meganium (m),Dewgong (f),Quagsire (f)
,Lv. 70 (Modest),Lv. 74 ,Lv. 71 (Sassy),Lv. 71 (Timid),Lv. 73 (Lax),Lv. 73
,Petaya Berry,Lum Berry,Lum Berry,Leftovers,Lum Berry,Leftovers
,Static,Swift Swim,Cute Charm,Thick Fat,Swift Swim,Water Absorb
,Substitute,Surf,Thunder,Giga Drain,Attract,Sludge Bomb
,Thunder,Ice Beam,Ice Beam,Ancient Power,Drill Run,Ice Beam
,Baton Pass,Hypnosis,Psychic,Synthesis,Surf,Hydro Pump
,Bite,Earthquake,Brick Break,Earthquake,Ice Beam,Earthquake
,,,,,,
Triathlete Brianna (Sootopolis Gym),,,,,,
,,,,,,
,Electrode ,Octillery (f),Sceptile (m),Golduck (f),Magneton,Starmie
,Lv. 70 (Brave),Lv. 74 (Lonely),Lv. 71 (Naughty),Lv. 73 (Calm),Lv. 72 (Careful),Lv. 70 (Hasty)
,Liechi Berry,Lum Berry,Lum Berry,Lum Berry,Salac Berry,Lum Berry
,Static,Suction Cups,Overgrow,Swift Swim,Magnet Pull,Natural Cure
,Thunder,Water Spout,Leaf Blade,Hypnosis,Thunder,Thunder
,Substitute,Ice Beam,Dragon Claw,Ice Beam,Substitute,Psychic
,Explosion,Return,Thunder Punch,Hydro Pump,Flash Cannon,Hydro Pump
,Endure,Gunk Shot,Earthquake,Cross Chop,Explosion,Ice Beam
,,,,,,
Battle Girl Crissy (Sootopolis Gym),,,,,,
,,,,,,
,Medicham (f),Azumarill (f),Electabuzz (m),Feraligatr (m),Scizor (f),Poliwrath (f)
,Lv. 70 (Jolly),Lv. 74 (Naive),Lv. 72 (Naughty),Lv. 74 ,Lv. 73 (Modest),Lv. 74 (Calm)
,Lum Berry,Lum Berry,Lum Berry,Lum Berry,Lum Berry,Lum Berry
,Pure Power,Huge Power,Static,Battle Armor,Swarm,Swift Swim
,Fake Out,Muddy Water,Thunder,Dragon Dance,Quick Attack,Belly Drum
